name,sport,division,conference,nickname,nickname_plural,mascot,primary_color,secondary_color,logo_url,identity_source,identity_notes,conference_champion_2025,conference_champion_name,conference_champion_source,academic_rating,soccer_score
"Auburn Montgomery",womens-soccer,"NCAA D2","Gulf South Conference",Warhawks,1,Curtiss,#000000,#FA4616,https://upload.wikimedia.org/wikipedia/commons/a/a5/Auburn_univ_montgomery_logo_horiz.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Auburn University at Montgomery",,,,,5.4,44.11
"Augsburg University",womens-soccer,"NCAA D3","Minnesota Intercollegiate Athletic Conference",Auggies,1,Eagle,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Augsburg_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Augsburg University",,,,,6.5,44.01
"Augustana (SD)",womens-soccer,"NCAA D2","Northern Sun Intercollegiate Conference",Vikings,1,"Ole the Viking",,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Augustana_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Augustana University",,,,,,61.95
"Augustana College",womens-soccer,"NCAA D3","College Conference of Illinois & Wisconsin",Vikings,1,Vikings,#002F6C,#FFDD00,https://upload.wikimedia.org/wikipedia/commons/3/31/Augustana_College_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Augustana College (Illinois)",,,,,,39.68
"Aurora University",womens-soccer,"NCAA D3","Northern Athletics Collegiate Conference",Spartans,1,,#00467F,#47AA42,https://upload.wikimedia.org/wikipedia/commons/f/fe/Aurora_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Aurora University",,,,,6.5,34.9
"Austin College",womens-soccer,"NCAA D3","Southern Collegiate Athletic Conference","Kangaroos, The Fighting 'Roos",1,"Rowdy 'Roo",#981E32,#FDB913,,"wikipedia:Austin College",,,,,6.6,29.5
"Austin Peay",womens-soccer,"NCAA D1",UAC,,,Governors,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Austin_Peay_State_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Austin Peay State University",,,,,,61.71
"Ave Maria University",womens-soccer,NAIA,"Sun Conference",Gyrenes,1,,#0033a1,#8a6e4b,https://upload.wikimedia.org/wikipedia/commons/1/1d/Ave_maria_univ_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Ave Maria University",,,,,,45.87
"Averett University",womens-soccer,"NCAA D3","Old Dominion Athletic Conference",Cougars,1,"Ave and Rett",#002856,#FFB81D,https://upload.wikimedia.org/wikipedia/en/b/bc/Averett_stacked_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Averett University",,,,,6.5,33.98
"Avila University",womens-soccer,NAIA,"Kansas Collegiate Athletic Conference",Eagles,1,"Dominic the Eagle",,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Avila_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Avila University",,,,,5.6,47.98
"Azusa Pacific University",womens-soccer,"NCAA D3","Southern California Intercollegiate Athletic Conference",Cougars,1,"Freddy the Cougar",#A8353A,#000000,,"wikipedia:Azusa Pacific University",,,,,,48.22
BYU,womens-soccer,"NCAA D1","Big 12",Cougars,1,"Cosmo the Cougar",#002E5D,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/0/0c/BYU_Header.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Brigham Young University",,1,"Big 12","wikipedia:2025 NCAA Division I women's soccer tournament",,87.7
"Babson College",womens-soccer,"NCAA D3","New England Women's and Men's Athletic Conference",Beavers,1,"Biz E. Beaver",,,https://upload.wikimedia.org/wikipedia/commons/d/db/Logo-Babson-College-Horizontal-RGB_%282%29.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Babson College",,,,,9.8,45.06
"Baker University",womens-soccer,NAIA,"Heart of America Athletic Conference",Wildcats,1,,#fe5a1d,,https://upload.wikimedia.org/wikipedia/commons/2/25/Baker_University_wordmark.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Baker University",,,,,5.6,41.83
"Baldwin Wallace University",womens-soccer,"NCAA D3","Ohio Athletic Conference","Yellow Jackets",1,Stinger,#654321,,https://upload.wikimedia.org/wikipedia/commons/7/78/Baldwin_Wallace_University.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Baldwin Wallace University",,,,,6.5,37.57
"Ball State",womens-soccer,"NCAA D1",MAC,Cardinals,1,"Charlie Cardinal",#BA0C2F,#FFFFFF,,"wikipedia:Ball State University",,,,,,72.37
"Bard College",womens-soccer,"NCAA D3","Liberty League",Raptors,1,,#BE0F34,,https://upload.wikimedia.org/wikipedia/commons/5/54/Bard_College_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bard College",,,,,9.2,30.82
Barry,womens-soccer,"NCAA D2","Sunshine State Conference",Buccaneers,1,"Bucky the Parrot",#ac1f2d,#000000,https://upload.wikimedia.org/wikipedia/commons/6/64/Barry_university_florida_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Barry University",,,,,6.0,56.01
Barton,womens-soccer,"NCAA D2","Conference Carolinas",Bulldogs,1,,,,,athletics-domain:bartonbulldogs.com,"nickname recovered from the school's own athletics hostname; its Wikipedia article states none. Confirmed by that site's title (""Summer Camp Page - Barton College - Official Athletics Website"").",,,,5.4,51.23
"Bates College",womens-soccer,"NCAA D3","New England Small College Athletic Conference",Bobcats,1,,#881124,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Bates_College_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bates College",,,,,9.8,35.96
"Batten University",womens-soccer,"NCAA D3","Old Dominion Athletic Conference",Marlins,1,"Bob Marlin",#003e69,#7e929f,https://upload.wikimedia.org/wikipedia/en/2/24/Virginia_Wesleyan_University_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Batten University",,,,,,51.14
Baylor,womens-soccer,"NCAA D1","Big 12",Bears,1,"Judge Indy and Judge Belle (live bears) / Bruiser and Marigold (costumed)",,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Baylor_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Baylor University",,,,,,83.28
"Belhaven University",womens-soccer,"NCAA D3","Collegiate Conference of the South",Blazers,1,,#093D2D,#FED100,https://upload.wikimedia.org/wikipedia/commons/0/05/Belhaven_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Belhaven University",,1,CCS,agent-research:2025-womens-soccer,6.5,49.16
Bellarmine,womens-soccer,"NCAA D1",ASUN,Knights,1,"Valor the Knight",#660000,#CCCCCC,https://upload.wikimedia.org/wikipedia/commons/3/31/BellarmineWaterMark.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bellarmine University",,,,,5.8,68.81
"Bellevue University",womens-soccer,NAIA,"Continental Athletic Conference",Bruins,1,,#4f3674,#cfa427,https://upload.wikimedia.org/wikipedia/commons/0/0c/Bellevue_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bellevue University",,,,,,56.82
Belmont,womens-soccer,"NCAA D1","Missouri Valley",Bruins,1,"Bruiser the Bruin",#001D54,#B21029,https://upload.wikimedia.org/wikipedia/en/0/02/Belmont_University_Full_Color_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Belmont University",,,,,7.0,67.82
"Belmont Abbey",womens-soccer,"NCAA D2","Conference Carolinas",Crusaders,1,"Mr. Crusader",#B7202E,#FFFFFF,https://upload.wikimedia.org/wikipedia/en/5/5f/Belmont_Abbey_College_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Belmont Abbey College",,1,"Conference Carolinas",agent-research:2025-womens-soccer,5.4,66.2
"Beloit College",womens-soccer,"NCAA D3","Midwest Conference",,,"Buccaneer (official), Turtle (unofficial)",#00365c,#cd8829,https://upload.wikimedia.org/wikipedia/commons/5/5f/Beloit_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Beloit College",,,,,7.8,36.04
"Bemidji State",womens-soccer,"NCAA D2","Northern Sun Intercollegiate Conference",Beavers,1,"Bucky the Beaver",#004D44,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/5/5d/Bemidji_state_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bemidji State University",,,,,,65.35
"Benedictine College",womens-soccer,NAIA,"Heart of America Athletic Conference",Ravens,1,,,,,"wikipedia:Benedictine College",,,,,,56.47
"Benedictine University",womens-soccer,"NCAA D3","Northern Athletics Collegiate Conference",Eagles,1,"Eagle, / Redhawk",#ba0c2c,,https://upload.wikimedia.org/wikipedia/commons/0/01/Benedictine_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Benedictine University",,,,,,29.64
"Benedictine University at Mesa",womens-soccer,NAIA,"Great Southwest Athletic Conference",Redhawks,1,"Eagle, / Redhawk",#ba0c2c,,https://upload.wikimedia.org/wikipedia/commons/0/01/Benedictine_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Benedictine University",,,,,,41.11
Bentley,womens-soccer,"NCAA D2","Northeast-10 Conference",Falcons,1,"Flex the Falcon",#0075BE,#2B4566,https://upload.wikimedia.org/wikipedia/commons/1/14/Bentley_Wordmark_Stacked.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bentley University",,,,,7.8,55.72
"Berea College",womens-soccer,"NCAA D3","Heartland Collegiate Athletic Conference",Mountaineers,1,,#005A8B,,https://upload.wikimedia.org/wikipedia/commons/2/20/Berea_college_full_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Berea College",,,,,8.5,33.39
"Berry College",womens-soccer,"NCAA D3","Southern Athletic Association",Vikings,1,"Victor the Viking",#A2AAAD,,https://upload.wikimedia.org/wikipedia/commons/8/8e/BerryCollegeLogo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,athletics-domain:berryvikings.com,"copied from this school's other row (Berry), same division; that row's nickname was recovered from the school's own athletics site",,,,8.2,41.45
"Bethany College (Kansas)",womens-soccer,NAIA,"Kansas Collegiate Athletic Conference",,,Swedes,,,https://upload.wikimedia.org/wikipedia/en/7/78/Bethany_%28Kansas%29_College_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bethany College (Kansas)",,,,,,32.0
"Bethany College (WV)",womens-soccer,"NCAA D3","Presidents' Athletic Conference",Bison,0,"Boomer The Bison",,,https://upload.wikimedia.org/wikipedia/en/c/c9/Bethany_College_WV_logo.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bethany College (West Virginia)",,,,,6.5,35.47
"Bethany Lutheran College",womens-soccer,"NCAA D3","Upper Midwest Athletic Conference",Vikings,1,Viking,#9b121f,#ffffff,https://upload.wikimedia.org/wikipedia/commons/2/29/Logo_of_Bethany_Lutheran_College_%282024%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,athletics-domain:blcvikings.com,"copied from this school's other row (Bethany Lutheran), same division; that row's nickname was recovered from the school's own athletics site",,,,6.5,44.36
"Bethel College (Kansas)",womens-soccer,NAIA,"Kansas Collegiate Athletic Conference",Threshers,1,Thresher,,,,"wikipedia:Bethel College (Kansas)",,,,,,43.03
"Bethel University (IN)",womens-soccer,NAIA,"Crossroads League",Pilots,1,,#17489a,,https://upload.wikimedia.org/wikipedia/en/0/0b/Bethel_University_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bethel University (Indiana)","corrected from this school's men's row: had been matched to a different institution of a similar name (wikipedia:Bethel University (Indiana))",,,,5.6,50.93
"Bethel University (MN)",womens-soccer,"NCAA D3","Minnesota Intercollegiate Athletic Conference",Royals,1,"Roy the Lion",#000080,#F0C52D,https://upload.wikimedia.org/wikipedia/commons/7/79/Bethel_univ_minn_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bethel University (Minnesota)",,,,,6.5,34.45
"Bethel University (TN)",womens-soccer,NAIA,"Mid-South Conference",Wildcats,1,"Rowdy the Wildcat",#2e1846,#f3c300,,"wikipedia:Bethel University (Tennessee)",,,,,5.6,46.15
Binghamton,womens-soccer,"NCAA D1","America East",Bearcats,1,"Baxter the Bearcat",#005A43,,https://upload.wikimedia.org/wikipedia/commons/6/67/Binghamton_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Binghamton University",,,,,8.1,75.06
Biola,womens-soccer,"NCAA D2","Pacific West Conference",Eagles,1,,#cc0000,#fff,,"wikipedia:Biola University",,,,,7.2,50.46
"Black Hills State",womens-soccer,"NCAA D2","Rocky Mountain Athletic Conference","Yellow Jackets",1,"Sting the Yellow Jacket",#006233,#FFC726,https://upload.wikimedia.org/wikipedia/commons/b/b3/Black_Hills_State_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Black Hills State University",,,,,,45.73
"Blackburn College",womens-soccer,"NCAA D3","St. Louis Intercollegiate Athletic Conference",Beavers,1,"Barney the Beaver and Buzz the Athletic Beaver",,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Blackburn_college_illinois_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Blackburn College (Illinois)",,,,,6.5,30.59
"Blue Mountain Christian University",womens-soccer,NAIA,"Southern States Athletic Conference",Toppers,1,Ram,#0c1137,#4a8ac9,,"wikipedia:Blue Mountain Christian University",,,,,,38.29
"Bluefield State",womens-soccer,"NCAA D2",Independent,"Big Blue",0,"Sir Blue",#102c52,#c1a458,https://upload.wikimedia.org/wikipedia/commons/5/5a/BStateLogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bluefield State University",,,,,,49.41
"Bluefield University",womens-soccer,NAIA,"Appalachian Athletic Conference",Rams,1,"Victor E. Ram",#003e7e,#e31937,https://upload.wikimedia.org/wikipedia/commons/2/29/Bluefield_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bluefield University",,,,,,34.04
"Bluffton University",womens-soccer,"NCAA D3","Heartland Collegiate Athletic Conference",Beavers,1,"J. Denny and Jenny Beaver",,,https://upload.wikimedia.org/wikipedia/en/9/97/Bluffton_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bluffton University",,,,,6.5,34.94
"Boise State",womens-soccer,"NCAA D1",Pac-12,Broncos,1,"Buster Bronco",#0033A0,#D64309,https://upload.wikimedia.org/wikipedia/commons/2/2d/Boise_State_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Boise State University",,,,,,78.21
"Boston College",womens-soccer,"NCAA D1",ACC,Eagles,1,"Baldwin the Eagle",#8A100B,#b29d6c,https://upload.wikimedia.org/wikipedia/commons/2/21/Boston_College_Logotype.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Boston College",,,,,9.2,77.63
"Boston University",womens-soccer,"NCAA D1",Patriot,Terriers,1,"Rhett the Boston Terrier",#CC0000,,https://upload.wikimedia.org/wikipedia/commons/3/31/Boston_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Boston University",,,,,9.3,73.12
"Bowdoin College",womens-soccer,"NCAA D3","New England Small College Athletic Conference","Polar Bears",1,"Peary the Polar Bear",,,https://upload.wikimedia.org/wikipedia/commons/0/09/Bowdoin_college_blacklogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bowdoin College",,,,,10.0,43.77
"Bowling Green",womens-soccer,"NCAA D1",MAC,Falcons,1,"Freddie and Frieda Falcon",#FD5000,#4F2C1D,https://upload.wikimedia.org/wikipedia/commons/3/3f/Bowling_Green_State_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bowling Green State University",,,,,5.8,74.74
"Brandeis University",womens-soccer,"NCAA D3","University Athletic Association",Judges,1,"The Judge and Ollie the Owl (named for Justice Oliver Wendell Holmes Jr.)",#003478,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Brandeis-University-Word-Mark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Brandeis University",,,,,9.5,42.5
"Brenau University",womens-soccer,NAIA,"Appalachian Athletic Conference","Golden Tigers",1,HJ,#e5b53b,,https://upload.wikimedia.org/wikipedia/en/4/45/Brenau_University_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Brenau University",,,,,,49.03
"Brescia University",womens-soccer,NAIA,"River States Conference",Bearcats,1,Bearcat,#0069aa,#f0cc01,,"wikipedia:Brescia University",,,,,,47.12
"Brevard College",womens-soccer,"NCAA D3","USA South Athletic Conference",Tornados,1,Tornado,#003b75,,https://upload.wikimedia.org/wikipedia/en/7/7d/Brevard_College_Logo.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Brevard College",,1,"USA South",agent-research:2025-womens-soccer,6.5,54.88
"Brewton-Parker Christian University",womens-soccer,NAIA,"Southern States Athletic Conference",Barons,1,,#f78f1e,#012d6b,,"wikipedia:Brewton–Parker Christian University",,,,,5.6,37.14
"Briar Cliff University",womens-soccer,NAIA,"Great Plains Athletic Conference",Chargers,1,,#003594,#ffc72c,,"wikipedia:Briar Cliff University",,,,,,46.39
Bridgeport,womens-soccer,"NCAA D2","Central Atlantic Collegiate Conference","Purple Knights",1,"Purple Knight",#634298,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bridgeport_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Bridgeport",,,,,5.4,55.72
"Bridgewater College",womens-soccer,"NCAA D3","Old Dominion Athletic Conference",Eagles,1,,#990022,#b5985a,https://upload.wikimedia.org/wikipedia/commons/b/bf/Bridgewater_college_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bridgewater College",,,,,6.2,47.94
